"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"9348","Gene_173","DrugB","Rinon","Bajo","48h",26,9.54411180302601
"9349","Gene_135","DrugB","Musculo","Alto","48h",18,14.1260798316696
"9350","Gene_093","DrugB","Cerebro","Bajo","24h",22,6.33147164795725
"9351","Gene_130","DrugB","Cerebro","Alto","72h",13,5.85201612026824
"9352","Gene_057","Control","Higado","Alto","72h",18,3.17853754119389
"9353","Gene_042","DrugB","Higado","Bajo","48h",14,5.32328953040521
"9354","Gene_080","DrugB","Higado","Alto","24h",17,10.8060447441788
"9355","Gene_181","DrugB","Musculo","Medio","24h",30,4.66976621080834
"9356","Gene_089","RNAi","Higado","Bajo","72h",30,5.8909638866163
"9357","Gene_164","Control","Musculo","Medio","48h",1,7.53749992585859
"9358","Gene_162","DrugA","Musculo","Alto","24h",3,2.46474519791197
"9359","Gene_013","RNAi","Musculo","Medio","72h",26,4.67294537798697
"9360","Gene_134","RNAi","Cerebro","Alto","24h",5,9.55820854490766
"9361","Gene_195","RNAi","Cerebro","Bajo","48h",12,7.46429548054119
"9362","Gene_009","DrugB","Rinon","Bajo","24h",12,5.66038752288282
"9363","Gene_148","DrugA","Rinon","Alto","72h",30,7.39200486696092
"9364","Gene_009","DrugB","Cerebro","Alto","24h",28,20.1603564462931
"9365","Gene_039","RNAi","Higado","Bajo","72h",20,9.44179271481405
"9366","Gene_062","RNAi","Rinon","Medio","48h",28,17.6722288038275
"9367","Gene_080","RNAi","Cerebro","Alto","48h",29,5.20308131731226
"9368","Gene_021","Control","Rinon","Medio","24h",10,8.27874505964538
"9369","Gene_040","Control","Higado","Medio","72h",18,4.62580723084744
"9370","Gene_139","DrugB","Cerebro","Medio","72h",1,14.6456067000118
"9371","Gene_154","CRISPR","Cerebro","Alto","48h",22,5.7110557064185
"9372","Gene_055","DrugA","Cerebro","Bajo","24h",19,6.42864333371111
"9373","Gene_186","Control","Rinon","Alto","48h",2,5.2729007998458
"9374","Gene_138","Control","Musculo","Bajo","48h",6,8.32277763753561
"9375","Gene_197","Control","Cerebro","Medio","48h",5,7.92901982368647
"9376","Gene_155","Control","Higado","Alto","24h",12,6.22971734794276
"9377","Gene_019","DrugB","Musculo","Bajo","72h",20,11.5801726253302
"9378","Gene_075","DrugA","Cerebro","Bajo","48h",21,7.00675721203337
"9379","Gene_198","DrugA","Higado","Bajo","72h",6,4.28754519154467
"9380","Gene_049","RNAi","Musculo","Alto","48h",16,5.41197301126495
"9381","Gene_029","CRISPR","Rinon","Alto","24h",11,7.89041250940024
"9382","Gene_155","RNAi","Cerebro","Medio","48h",12,5.55696358789613
"9383","Gene_020","DrugB","Rinon","Bajo","24h",17,8.03072556949603
"9384","Gene_074","CRISPR","Higado","Bajo","72h",13,6.89085132874373
"9385","Gene_101","DrugB","Musculo","Bajo","48h",23,4.46284960655307
"9386","Gene_182","CRISPR","Rinon","Bajo","48h",1,4.56281740790748
"9387","Gene_154","RNAi","Cerebro","Bajo","24h",16,4.35750497431681
"9388","Gene_067","DrugB","Musculo","Bajo","48h",28,9.5095939397761
"9389","Gene_046","Control","Musculo","Medio","24h",6,4.46874317423687
"9390","Gene_109","Control","Musculo","Bajo","72h",15,10.7766801395702
"9391","Gene_156","DrugA","Rinon","Medio","24h",1,14.5277777519706
"9392","Gene_034","CRISPR","Cerebro","Alto","72h",14,10.1831931503106
"9393","Gene_041","DrugB","Cerebro","Alto","24h",3,11.9744073927632
"9394","Gene_138","Control","Cerebro","Medio","24h",6,16.2758775899293
"9395","Gene_166","Control","Cerebro","Alto","48h",20,5.36339431965389
"9396","Gene_081","CRISPR","Higado","Medio","72h",4,5.84138629969554
"9397","Gene_079","CRISPR","Musculo","Medio","72h",20,5.78368151484124
"9398","Gene_110","DrugA","Musculo","Alto","48h",1,7.5036904028217
"9399","Gene_152","DrugB","Higado","Medio","72h",13,11.7704594900635
"9400","Gene_031","DrugA","Musculo","Bajo","24h",3,NA
"9401","Gene_089","RNAi","Higado","Alto","72h",16,8.96302901161711
"9402","Gene_111","DrugB","Musculo","Medio","72h",8,7.16438107882993
"9403","Gene_129","RNAi","Musculo","Bajo","24h",8,3.7107512527295
"9404","Gene_094","DrugB","Higado","Alto","48h",14,5.02480771016304
"9405","Gene_062","CRISPR","Musculo","Bajo","24h",5,3.18634946685882
"9406","Gene_108","Control","Rinon","Bajo","48h",16,12.5050307739114
"9407","Gene_102","DrugA","Cerebro","Medio","48h",21,4.16018735265638
"9408","Gene_040","DrugA","Musculo","Medio","24h",2,4.90743874840552
"9409","Gene_001","DrugB","Higado","Bajo","48h",30,12.5442271591621
"9410","Gene_132","CRISPR","Rinon","Medio","72h",13,6.18169084155685
"9411","Gene_070","CRISPR","Higado","Medio","72h",14,7.09453711088137
"9412","Gene_031","DrugB","Musculo","Bajo","24h",9,5.92937888207993
"9413","Gene_009","DrugA","Cerebro","Medio","72h",23,4.09629777009344
"9414","Gene_074","DrugB","Rinon","Bajo","24h",2,5.74663194901123
"9415","Gene_196","DrugB","Higado","Alto","72h",19,9.64987649019024
"9416","Gene_193","Control","Musculo","Alto","24h",3,9.92866871082886
"9417","Gene_098","DrugA","Cerebro","Alto","48h",12,7.11015210106
"9418","Gene_120","DrugB","Cerebro","Bajo","24h",25,12.0651181287164
"9419","Gene_073","Control","Cerebro","Medio","48h",12,5.12598815942466
"9420","Gene_128","DrugB","Rinon","Bajo","48h",10,5.32124593782222
"9421","Gene_052","DrugB","Higado","Alto","48h",4,7.76064458699129
"9422","Gene_182","CRISPR","Cerebro","Alto","72h",1,7.39210506770777
"9423","Gene_166","DrugB","Musculo","Bajo","72h",15,4.34309900399382
"9424","Gene_081","DrugB","Rinon","Alto","72h",18,10.6044395986921
"9425","Gene_183","Control","Cerebro","Medio","72h",27,3.53608828796286
"9426","Gene_128","DrugB","Musculo","Alto","72h",25,5.93959933082719
"9427","Gene_035","Control","Cerebro","Alto","72h",13,3.89974731211527
"9428","Gene_163","DrugA","Rinon","Medio","72h",23,4.24078356598615
"9429","Gene_198","DrugB","Rinon","Medio","72h",16,2.41323430239342
"9430","Gene_142","DrugA","Musculo","Bajo","24h",19,8.87168093844726
"9431","Gene_029","RNAi","Higado","Medio","24h",7,11.7956446319499
"9432","Gene_183","RNAi","Musculo","Medio","24h",22,8.82619085152489
"9433","Gene_150","CRISPR","Higado","Alto","48h",12,6.62300624377328
"9434","Gene_089","DrugA","Rinon","Alto","48h",9,11.7709660494821
"9435","Gene_129","Control","Cerebro","Medio","72h",28,11.1387406498398
"9436","Gene_173","DrugB","Cerebro","Alto","24h",21,4.92921786402492
"9437","Gene_110","DrugA","Musculo","Alto","48h",9,20.5301339503271
"9438","Gene_100","CRISPR","Rinon","Bajo","48h",4,11.0872715601237
"9439","Gene_177","DrugB","Musculo","Medio","48h",1,8.90739527470595
"9440","Gene_112","Control","Musculo","Bajo","72h",11,7.04701974194336
"9441","Gene_143","DrugB","Cerebro","Bajo","72h",19,7.4653139932746
"9442","Gene_109","DrugB","Rinon","Alto","24h",12,14.3914811505577
"9443","Gene_029","Control","Cerebro","Medio","72h",2,9.68035055786487
"9444","Gene_091","DrugB","Cerebro","Bajo","24h",16,5.92118405528612
"9445","Gene_091","CRISPR","Rinon","Alto","48h",13,19.4544981372026
"9446","Gene_175","Control","Musculo","Medio","72h",9,6.14207490100955
"9447","Gene_170","DrugA","Cerebro","Alto","24h",9,9.20064555397564
"9448","Gene_110","CRISPR","Cerebro","Medio","48h",7,5.27569713279733
"9449","Gene_140","DrugB","Rinon","Medio","24h",13,10.2303694202857
"9450","Gene_018","Control","Cerebro","Alto","48h",9,8.71812379566075
"9451","Gene_093","DrugA","Rinon","Bajo","24h",8,7.35338025923548
"9452","Gene_062","DrugA","Rinon","Medio","24h",22,7.97687961626471
"9453","Gene_025","DrugA","Musculo","Alto","72h",29,5.01237654404067
"9454","Gene_034","CRISPR","Musculo","Medio","48h",25,7.45256176895175
"9455","Gene_197","DrugA","Higado","Bajo","24h",2,3.80377966789598
"9456","Gene_096","Control","Musculo","Medio","72h",5,5.59295913932843
"9457","Gene_038","RNAi","Higado","Alto","24h",12,3.77821849197837
"9458","Gene_027","DrugB","Musculo","Bajo","72h",9,6.51673015017743
"9459","Gene_148","DrugB","Musculo","Bajo","72h",8,5.20049485608731
"9460","Gene_188","RNAi","Musculo","Bajo","24h",18,8.81436812419255
"9461","Gene_182","Control","Musculo","Alto","24h",12,6.55797013675283
"9462","Gene_010","Control","Higado","Alto","72h",24,7.56520836418947
"9463","Gene_033","DrugB","Musculo","Medio","72h",2,7.59551710044752
"9464","Gene_006","Control","Musculo","Alto","48h",25,14.6353849373301
"9465","Gene_144","CRISPR","Higado","Medio","24h",7,13.2700061204304
"9466","Gene_098","Control","Musculo","Bajo","72h",26,9.28707809015832
"9467","Gene_198","DrugB","Rinon","Alto","24h",18,14.3896369471297
"9468","Gene_192","DrugB","Cerebro","Bajo","72h",14,5.60205720340689
"9469","Gene_099","CRISPR","Cerebro","Alto","48h",29,4.6246377128324
"9470","Gene_102","RNAi","Cerebro","Alto","48h",2,13.64825207303
"9471","Gene_123","RNAi","Higado","Alto","24h",16,4.3853432273344
"9472","Gene_024","Control","Higado","Alto","48h",6,7.69700288947717
"9473","Gene_200","Control","Cerebro","Bajo","48h",17,5.19134526242684
"9474","Gene_008","DrugB","Musculo","Bajo","48h",17,4.47945904080784
"9475","Gene_166","DrugA","Higado","Medio","72h",14,17.3571854401288
"9476","Gene_082","Control","Cerebro","Bajo","48h",14,3.55193571900895
"9477","Gene_115","Control","Rinon","Medio","24h",9,11.9279226031519
"9478","Gene_115","Control","Cerebro","Medio","72h",2,3.17383988091689
"9479","Gene_192","DrugB","Higado","Medio","24h",19,9.117916574116
"9480","Gene_155","Control","Rinon","Medio","48h",26,17.9230172540428
"9481","Gene_054","Control","Cerebro","Medio","48h",11,2.13123240587093
"9482","Gene_041","RNAi","Musculo","Medio","48h",26,13.7194978825965
"9483","Gene_083","DrugB","Rinon","Bajo","24h",10,10.7006082079592
"9484","Gene_022","Control","Cerebro","Alto","48h",16,11.2675253632403
"9485","Gene_188","Control","Higado","Bajo","48h",2,8.06523994992172
"9486","Gene_129","DrugB","Higado","Alto","48h",6,12.3755326632509
"9487","Gene_198","RNAi","Higado","Alto","48h",26,7.47448300835733
"9488","Gene_036","DrugA","Higado","Alto","72h",26,9.31253286939022
"9489","Gene_152","RNAi","Musculo","Bajo","48h",7,12.5151390220558
"9490","Gene_120","CRISPR","Rinon","Alto","72h",20,4.28140590825698
"9491","Gene_195","Control","Musculo","Bajo","24h",26,7.6048233662179
"9492","Gene_013","DrugB","Cerebro","Medio","48h",15,5.7910847068068
"9493","Gene_022","Control","Musculo","Bajo","48h",3,7.50927689149324
"9494","Gene_189","DrugA","Rinon","Alto","48h",8,10.1597143162269
"9495","Gene_010","DrugB","Higado","Medio","48h",12,13.290410944106
"9496","Gene_008","CRISPR","Cerebro","Alto","48h",2,15.0119879312582
"9497","Gene_120","RNAi","Musculo","Medio","48h",25,9.76708840721351
"9498","Gene_039","CRISPR","Musculo","Alto","48h",12,4.09544137073786
"9499","Gene_065","DrugA","Rinon","Bajo","24h",25,11.898371118071
"9500","Gene_036","DrugA","Cerebro","Medio","24h",23,15.1487020052533
"9501","Gene_047","DrugB","Cerebro","Alto","72h",22,NA
"9502","Gene_131","DrugB","Rinon","Alto","24h",18,9.61979055909949
"9503","Gene_169","DrugA","Higado","Bajo","24h",27,5.12565596191622
"9504","Gene_089","DrugA","Musculo","Alto","72h",7,4.52463161066494
"9505","Gene_181","DrugA","Higado","Medio","24h",24,13.7421433837408
"9506","Gene_184","RNAi","Rinon","Alto","24h",26,9.39502906040714
"9507","Gene_124","DrugB","Rinon","Bajo","72h",11,3.41602210589147
"9508","Gene_133","RNAi","Higado","Medio","48h",10,6.43375914293376
"9509","Gene_116","DrugB","Musculo","Alto","48h",11,3.91477857238679
"9510","Gene_134","DrugB","Rinon","Medio","72h",15,12.2287769498348
"9511","Gene_141","DrugB","Rinon","Medio","48h",5,10.7417708396613
"9512","Gene_115","Control","Musculo","Medio","24h",20,12.0772016160387
"9513","Gene_161","Control","Rinon","Bajo","48h",30,25.1645301543914
"9514","Gene_163","RNAi","Cerebro","Bajo","72h",10,14.1426379815019
"9515","Gene_187","RNAi","Higado","Bajo","48h",18,20.2153097805891
"9516","Gene_036","Control","Cerebro","Alto","72h",25,5.9295923719737
"9517","Gene_139","DrugA","Musculo","Bajo","48h",4,8.87185732046622
"9518","Gene_124","Control","Musculo","Bajo","72h",3,3.61368174515658
"9519","Gene_034","RNAi","Musculo","Alto","48h",21,6.95530042935218
"9520","Gene_171","CRISPR","Rinon","Medio","24h",13,7.29386860438387
"9521","Gene_184","DrugB","Higado","Alto","48h",22,7.49989890900007
"9522","Gene_162","Control","Rinon","Bajo","24h",13,11.1112673129826
"9523","Gene_024","RNAi","Higado","Medio","24h",28,11.8661353041211
"9524","Gene_112","Control","Higado","Bajo","48h",6,11.7171130247279
"9525","Gene_032","DrugA","Higado","Bajo","48h",19,9.32859345350695
"9526","Gene_169","Control","Rinon","Bajo","72h",20,7.82837160083351
"9527","Gene_023","CRISPR","Rinon","Medio","72h",24,3.26212585502102
"9528","Gene_172","DrugA","Musculo","Medio","72h",23,4.88700283336433
"9529","Gene_123","CRISPR","Higado","Bajo","24h",27,5.1162238064997
"9530","Gene_002","DrugB","Rinon","Medio","48h",9,NA
"9531","Gene_145","DrugA","Cerebro","Medio","24h",1,5.62993923872301
"9532","Gene_143","DrugA","Higado","Alto","24h",16,9.89492432809967
"9533","Gene_049","DrugA","Cerebro","Medio","72h",25,9.38610475014693
"9534","Gene_110","CRISPR","Rinon","Bajo","24h",15,4.06853798244191
"9535","Gene_109","RNAi","Cerebro","Medio","24h",11,6.0856707291148
"9536","Gene_051","CRISPR","Rinon","Bajo","24h",4,10.9200740609828
"9537","Gene_177","Control","Musculo","Medio","24h",16,5.15597865543515
"9538","Gene_071","DrugA","Rinon","Alto","72h",5,5.8975899287608
"9539","Gene_172","DrugB","Higado","Alto","24h",28,10.952363580339
"9540","Gene_175","DrugA","Cerebro","Bajo","72h",9,5.60780611917725
"9541","Gene_136","Control","Higado","Medio","72h",28,9.24826871086523
"9542","Gene_021","DrugA","Musculo","Medio","48h",27,3.87737398196224
"9543","Gene_037","DrugA","Musculo","Bajo","48h",6,13.4240965388431
"9544","Gene_057","RNAi","Rinon","Bajo","72h",21,6.59203828046137
"9545","Gene_200","DrugB","Higado","Bajo","72h",12,6.23072859030182
"9546","Gene_026","Control","Higado","Medio","48h",17,13.860246318203
"9547","Gene_061","CRISPR","Higado","Medio","48h",3,7.72318838052578
"9548","Gene_083","RNAi","Musculo","Alto","72h",4,6.40094764379004
"9549","Gene_107","DrugA","Higado","Alto","72h",25,4.22261814175773
"9550","Gene_109","DrugB","Musculo","Medio","48h",26,11.193017239853
"9551","Gene_171","DrugA","Rinon","Medio","72h",15,3.46702230781138
"9552","Gene_043","RNAi","Higado","Medio","48h",9,8.8587919730757
"9553","Gene_084","Control","Rinon","Medio","72h",30,6.57948456728017
"9554","Gene_176","DrugB","Cerebro","Medio","24h",17,7.63377421370817
"9555","Gene_101","DrugA","Rinon","Bajo","24h",10,5.56810419143322
"9556","Gene_119","RNAi","Cerebro","Alto","48h",9,1.99255875086647
"9557","Gene_076","RNAi","Rinon","Alto","24h",15,5.12040262594518
"9558","Gene_138","Control","Cerebro","Bajo","72h",12,5.83775228510311
"9559","Gene_188","Control","Cerebro","Bajo","24h",8,6.982661993149
"9560","Gene_146","Control","Higado","Bajo","72h",21,11.8984914162294
"9561","Gene_180","Control","Musculo","Medio","24h",7,4.24759534174112
"9562","Gene_200","DrugB","Rinon","Medio","48h",7,10.1469172532066
"9563","Gene_187","RNAi","Cerebro","Bajo","48h",1,8.26305435964527
"9564","Gene_139","DrugB","Cerebro","Bajo","48h",25,8.68137340011394
"9565","Gene_089","RNAi","Musculo","Alto","72h",2,14.742199658848
"9566","Gene_062","DrugB","Musculo","Medio","24h",17,3.93463291022919
"9567","Gene_146","CRISPR","Cerebro","Bajo","48h",27,8.656581869558
"9568","Gene_150","DrugB","Cerebro","Alto","48h",17,4.46289486220929
"9569","Gene_048","RNAi","Higado","Bajo","48h",22,2.7683314205966
"9570","Gene_042","DrugA","Higado","Medio","24h",13,4.37118597896027
"9571","Gene_143","RNAi","Rinon","Medio","48h",14,1.2857684036712
"9572","Gene_165","DrugB","Cerebro","Alto","24h",2,13.6399930730121
"9573","Gene_099","Control","Rinon","Medio","72h",25,24.311924879333
"9574","Gene_099","DrugB","Musculo","Alto","72h",19,9.56794733505574
"9575","Gene_100","CRISPR","Musculo","Alto","24h",23,5.36775087653173
"9576","Gene_137","DrugA","Rinon","Alto","48h",20,9.18302797279855
"9577","Gene_071","DrugA","Musculo","Alto","72h",7,5.92052375207708
"9578","Gene_175","DrugB","Higado","Alto","48h",5,4.36236054806525
"9579","Gene_159","DrugB","Cerebro","Alto","48h",17,10.1059338904824
"9580","Gene_193","RNAi","Cerebro","Bajo","48h",11,9.71046904052477
"9581","Gene_161","Control","Higado","Bajo","24h",6,15.215178054231
"9582","Gene_126","CRISPR","Musculo","Bajo","48h",18,10.4252988230809
"9583","Gene_170","DrugB","Cerebro","Bajo","24h",11,10.153741075795
"9584","Gene_052","RNAi","Rinon","Alto","48h",20,19.0550000764569
"9585","Gene_123","DrugB","Cerebro","Bajo","48h",30,7.01721909592348
"9586","Gene_122","DrugB","Musculo","Medio","24h",2,8.71829064157996
"9587","Gene_088","DrugB","Cerebro","Bajo","48h",19,5.30021179726095
"9588","Gene_082","CRISPR","Rinon","Medio","24h",22,3.81948737163891
"9589","Gene_026","DrugA","Rinon","Alto","48h",30,4.11213444997123
"9590","Gene_111","DrugB","Higado","Bajo","24h",5,5.92209211636276
"9591","Gene_169","DrugA","Cerebro","Bajo","72h",30,14.3303630232037
"9592","Gene_180","RNAi","Rinon","Bajo","48h",26,11.1548251686887
"9593","Gene_024","Control","Cerebro","Alto","72h",9,8.32950594556889
"9594","Gene_101","CRISPR","Cerebro","Medio","24h",10,6.67638124720212
"9595","Gene_130","DrugB","Higado","Medio","72h",12,9.74519136196552
"9596","Gene_122","Control","Cerebro","Alto","72h",13,NA
"9597","Gene_083","Control","Musculo","Alto","24h",16,7.09878454676138
"9598","Gene_095","RNAi","Rinon","Bajo","48h",19,14.8423332417541
"9599","Gene_184","CRISPR","Higado","Medio","24h",21,8.60588931028401
"9600","Gene_133","Control","Cerebro","Bajo","24h",19,3.9843625896701
"9601","Gene_186","CRISPR","Higado","Alto","72h",12,5.24492430527686
"9602","Gene_183","DrugA","Higado","Alto","48h",15,13.3178324651761
"9603","Gene_008","DrugA","Musculo","Alto","72h",7,7.70223214906262
"9604","Gene_180","DrugB","Higado","Medio","72h",22,3.89249430173031
"9605","Gene_070","RNAi","Cerebro","Alto","24h",15,16.0135003157791
"9606","Gene_133","Control","Cerebro","Medio","48h",29,19.2748231268811
"9607","Gene_118","DrugB","Cerebro","Alto","24h",12,28.3306337019267
"9608","Gene_152","Control","Cerebro","Bajo","24h",21,5.39252959093491
"9609","Gene_145","CRISPR","Higado","Alto","48h",18,3.79108108707731
"9610","Gene_198","Control","Higado","Medio","24h",1,12.0485277273154
"9611","Gene_011","Control","Rinon","Bajo","72h",28,6.05461700231341
"9612","Gene_059","CRISPR","Rinon","Medio","48h",20,9.14315560685789
"9613","Gene_081","DrugA","Rinon","Bajo","72h",23,7.24928423319221
"9614","Gene_106","Control","Rinon","Bajo","24h",13,10.7615223826089
"9615","Gene_120","CRISPR","Cerebro","Bajo","72h",11,8.32512680817118
"9616","Gene_031","Control","Musculo","Medio","72h",14,17.55767898986
"9617","Gene_045","DrugA","Higado","Medio","72h",10,4.82338315895457
"9618","Gene_105","DrugB","Rinon","Alto","24h",22,4.92212752408625
"9619","Gene_038","DrugB","Higado","Medio","72h",1,8.23578524151546
"9620","Gene_060","CRISPR","Cerebro","Alto","24h",1,8.02531257822771
"9621","Gene_111","CRISPR","Cerebro","Bajo","24h",23,4.59425423637765
"9622","Gene_037","DrugA","Musculo","Medio","48h",29,3.90184192863808
"9623","Gene_097","RNAi","Musculo","Alto","72h",10,8.25846352611137
"9624","Gene_181","RNAi","Cerebro","Alto","48h",9,4.42755659889
"9625","Gene_117","Control","Cerebro","Medio","48h",2,6.4067943626734
"9626","Gene_181","CRISPR","Musculo","Alto","48h",19,4.31348399917942
"9627","Gene_010","CRISPR","Higado","Medio","72h",5,7.32584431625973
"9628","Gene_060","Control","Musculo","Alto","48h",8,1.84062459694641
"9629","Gene_197","CRISPR","Cerebro","Alto","24h",19,2.95298001063555
